,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,total_funded,aum_AC_EQUITY,aum_AC_FIXED_INCOME_MUNI,aum_AC_FIXED_INCOME_TAXABLE,aum_AC_TARGET,aum_P_CEF,aum_P_MF,aum_P_SMA,total_sales,new_sales,newly_funded
208,16,2,1,0,3,2,1,0,3,2,1,0,3,2,223050.9225,2,0,193596.8375,43452.24,0,0,223050.9225,0,76496.7375,80725.155,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5398.4,2
210,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438.53,0,0,0,0,0,0,0
212,29,26,3,5,6,10,3,3,3,3,2,2,13,3,505243.73,0,36752.5,175825.7,295237.9,0,106215,399028.73,0,100445.86,273529.37,2
213,0,26,0,1,0,3,0,1,0,2,0,1,2,1,246195.27,0,0,259810.27,0,0,0,246195.27,0,0,86608.64,5
214,6,4,0,0,2,2,0,0,1,1,0,0,5,2,584247.6103,2,144281.1703,439966.44,0,0,0,16535.71,474721.56,26035.71,20328.9275,0
215,1,9,0,0,1,1,0,0,1,1,0,0,1,0,390.44,0,0,0,390.44,0,0,390.44,0,3600,0,0
216,1,7,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2248.67,40994.4,1
217,0,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,25785,0,25785,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0,0,0,3,2,26372.37,0,17745.65,34314,0,0,0,26372.37,0,0,8133.57,1
219,26,0,0,0,2,0,0,0,1,0,0,0,3,2,413138.81,0,0,203000,0,216214.33,0,196924.48,0,12743.07,13315.47,1
220,21,3,7,2,3,2,3,2,2,1,2,1,3,2,1048949.84,1,824640,224309.84,0,0,0,224309.84,824640,383146.78,23620.92,0
221,31,54,4,3,6,6,3,3,2,3,1,1,9,3,332248.82,0,98775.36,68945.68,164527.78,0,203627.25,128621.57,0,84387.68,16169.19,0
222,6,4,2,0,2,2,1,0,1,1,1,0,1,1,97864.43,2,97864.43,0,0,0,0,97864.43,0,97958.34,0,0
223,40,149,6,3,7,8,3,2,3,3,2,1,5,2,424015.03,1,123447.94,327183.32,0,0,0,424015.03,0,190085.99,178926.73,1
224,3,0,1,0,2,0,1,0,2,0,1,0,2,2,30493.37,2,0,6657.45,23835.92,0,0,30493.37,0,30493.37,0,0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14850,1
226,152,55,0,0,2,5,0,0,2,2,0,0,3,2,190670.6725,1,178191.0725,0,12173.615,0,0,189197.9025,0,188935.55,97806.58,1
227,2,0,0,0,1,0,0,0,1,0,0,0,7,1,906358.4908,1,0,912561.8414,1190.900898,0,0,579488.5277,326869.9631,1902.623052,0,0
228,29,8,9,3,5,2,3,2,2,1,2,1,6,3,4407455.1,0,1040310.72,3340180.48,26963.9,0,0,3358040.1,1049415,509199.89,164155.19,2
229,85,30,40,6,5,4,5,4,2,2,2,2,3,1,1039223.51,5,0,1040975.665,0,0,0,1039223.51,0,1674450,984725.685,2
230,52,0,0,0,2,0,0,0,1,0,0,0,1,1,47285.06,0,49982.13,0,0,0,0,47285.06,0,32734.18,150632.23,2
231,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16801.47,0,0,0
232,5,2,1,0,2,1,1,0,2,1,1,0,2,2,5612.74,2,0,6743.5,14765.4,0,0,5612.74,0,21508.9,16594.29,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176475,2
234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25000,1
235,111,53,2,0,12,5,2,0,3,1,1,0,11,3,279635.455,5,81313.355,0,9935,196874.775,0,76377.63,0,130547.14,30836.44,1
236,0,2,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11747.14,0,8123,3624.14,0,0,0,11747.14,0,0,0,0
238,9,9,1,3,2,1,1,1,2,1,1,1,2,2,290042.17,1,15491.87,274550.3,0,0,0,290042.17,0,39408,150481.5,0
239,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15249.5,1
240,0,20,0,0,0,3,0,0,0,2,0,0,3,1,773071.585,0,0,783495.86,0,0,0,773071.585,0,0,2092.47,1
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.52,0,0,0,0,0,0,0,0,0
242,1,0,1,0,1,0,1,0,1,0,1,0,1,1,10000,1,10000,0,0,0,0,10000,0,10000,200000,2
243,0,2,0,1,0,2,0,1,0,1,0,1,1,1,0,0,0,0,47000,0,0,0,0,0,0,0
244,12,1,5,1,1,1,1,1,1,1,1,1,1,1,105128.19,1,105128.19,0,0,0,0,105128.19,0,115403.8,41407.62,0
245,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18080.23,0,0,18080.23,0,0,0,18080.23,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0,0,0,1,1,46935.67,0,0,0,195775,0,195775,0,0,0,0,0
248,139,159,14,16,10,10,2,5,3,3,1,2,4,3,650639.005,1,272247.475,103151.8,285252.025,0,0,439382.43,211256.575,1014816.67,1406957.91,1
249,15,1,0,0,2,1,0,0,2,1,0,0,1,1,14772.635,2,14762.715,0,9.92,0,0,14772.635,0,15801.03,647759.425,6
250,0,0,0,0,0,0,0,0,0,0,0,0,1,1,115855.59,0,0,115855.59,0,0,0,115855.59,0,0,0,0
251,1,1,0,0,1,1,0,0,1,1,0,0,3,2,25520.64591,0,3087.605,0,26250.42,0,0,25520.64591,0,8730,24325.555,2
252,18,4,0,1,1,3,0,1,1,3,0,1,1,1,708865.795,0,0,888894.09,0,0,0,708865.795,0,33165,86130,0
253,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8621.42,40000,1
254,262,210,7,8,5,5,2,3,2,3,1,1,6,1,3221212.4,1,0,3604103.26,0,0,0,0,3326529.32,506082.85,358509.44,0
255,0,0,0,0,0,0,0,0,0,0,0,0,2,2,938839.025,0,827331.305,111507.72,0,0,0,938839.025,0,0,0,0
256,14,3,0,0,2,3,0,0,1,2,0,0,7,2,0,1,0,0,92113.052,0,100502,0,0,10134.926,124.482,0
257,24,46,10,5,6,7,4,3,3,4,2,3,16,4,1149937.64,1,219087.045,596381.345,143521.01,0,0,1149937.64,0,224283.67,193741.5,1
258,0,4,0,0,0,1,0,0,0,1,0,0,1,1,84788.48,0,0,0,84788.48,0,0,84788.48,0,0,3480,0
259,121,446,4,9,2,2,2,2,2,2,2,2,2,2,816364.83,1,48541.85,767860.63,0,0,0,816364.83,0,308958.38,653544.82,1
260,340,227,123,110,7,15,7,12,3,3,3,3,8,1,3409228.73,2,0,5616832.84,0,0,0,3409228.73,0,8483964.9,7053653.7,1
261,88,0,0,0,4,0,0,0,2,0,0,0,0,0,2351.86,4,1175.91,0,1175.95,0,0,0,0,2351.86,2559.15,0
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109750.03,1
263,3,2,0,2,1,2,0,2,1,1,0,1,2,2,437038.671,0,37259.206,399779.465,0,0,0,0,468720.625,487968.82,850677.355,0
264,1,1,1,0,1,1,1,0,1,1,1,0,7,2,696824.288,1,557617.6825,140137.8105,0,0,0,0,889209.085,28000,31500,0
265,1935,514,87,46,12,9,7,7,4,4,4,4,19,4,14477538.23,1,1746822.804,3592025.091,4596480.061,0,0,12701995.08,1775543.148,5425239.988,7658974.444,3
266,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11597.9,0,0,11597.9,0,0,0,11597.9,0,0,0,0
267,0,15,0,4,0,4,0,3,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,327133.66,393116.32,0
268,203,3,0,0,10,2,0,0,2,2,0,0,9,2,435544.16,3,76385.09,0,0,360614.07,0,0,0,68403.61,68404.05,0
269,268,94,15,4,6,5,3,2,3,3,3,1,5,3,2707912.022,1,87407.975,2301964.497,318539.5504,0,0,290030.3802,2415070.653,1466058.144,3341190.154,2
270,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30040.9,0,30040.9,0,0,0,0,30040.9,0,0,0,0
271,6,0,0,0,2,0,0,0,1,0,0,0,5,3,112675.89,0,10639.59,10532.89,0,0,0,27769.48,40955.8,8570.91,85.99,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185721.945,5
273,0,19,0,1,0,3,0,1,0,3,0,1,6,3,1244859.46,0,840828.41,259400.62,0,0,0,234156.23,1010703.23,0,400,0
274,0,0,0,0,0,0,0,0,0,0,0,0,1,1,247500,0,247500,0,0,0,0,247500,0,0,0,0
275,1,17,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,568.81,2049.29,0
276,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5819.29,0,5819.29,0,0,0,0,5819.29,0,0,0,0
277,15,19,15,15,3,3,3,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,535850,212500,0
278,0,2,0,0,0,1,0,0,0,1,0,0,3,2,99599.43347,0,11271.93347,88327.5,0,0,0,99599.43347,0,0,39.7475,0
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.99,1
280,47,29,3,1,7,4,3,1,2,2,2,1,11,2,1274865.533,0,0,1214099.004,72320.175,0,72320.175,265197.2696,937348.0888,226071.9387,365495.149,0
281,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,234,32,0,4,13,6,0,4,3,3,0,2,11,2,252013.83,4,48414.43,0,0,296016.41,0,0,0,79077.78,122631.03,4
283,11,4,1,0,2,1,1,0,1,1,1,0,1,1,43571.59,2,43571.59,0,0,0,0,43571.59,0,87127.2,15710.2,1
284,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2774.76,0,0,0,0,0,0,0
285,0,6,0,0,0,6,0,0,0,2,0,0,5,3,585040.48,0,357340.175,107816.94,119883.365,0,0,585040.48,0,0,39870.825,1
286,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1024867.91,0,230347.6,375882.8,0,0,0,375882.8,648985.11,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2967.92,1
288,2,1,0,0,1,1,0,0,1,1,0,0,0,1,5650.9,0,0,5650.9,0,0,0,5650.9,0,5712.49,0,0
289,31,3,5,0,1,1,1,0,1,1,1,0,3,2,229389.43,0,224154.69,5487.07,0,0,0,342071.69,0,150900,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28388.95666,0,28388.95666,0,0,0,0,0,44539.2394,0,0,0
291,36,70,1,1,3,4,1,1,2,3,1,1,4,2,1010536.15,2,0,37963.86,1034963.36,0,0,1010536.15,0,95251.72,28615.21,0
292,0,0,0,0,0,0,0,0,0,0,0,0,3,1,125448.995,0,125448.995,0,0,0,0,0,125448.995,0,0,0
293,4,2,1,0,2,1,1,0,2,1,1,0,2,1,295756.99,1,0,302271.25,0,0,0,45754.99,250002,255981.98,0,0
294,0,2,0,0,0,1,0,0,0,1,0,0,0,0,4780.926,0,0,0,0,0,0,4780.926,0,0,0,0
295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,448.32,0,0,154.06,1334.54,0,0,448.32,0,0,4128.82,1
296,0,1,0,0,0,1,0,0,0,1,0,0,0,0,70.11,0,0,0,70.11,0,0,70.11,0,0,0,0
297,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,27142.13,0,0,0,0,0,0,1256.99,114.14,0
298,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,20950.65,0,0,0,0,32002.48,0,0
299,4,0,3,0,1,0,1,0,1,0,1,0,2,1,0,1,97929.12532,0,0,0,0,0,0,140099.4453,0,0
300,7,36,1,1,3,7,1,1,2,4,1,1,5,2,288018.14,1,40921.91,292665.58,0,0,0,288018.14,0,42943.63,22088.97,1
301,365,138,88,29,13,8,10,6,3,2,3,2,13,3,10813952.74,4,929147.9833,7948451.425,1936353.335,0,24625,3915132.248,6874195.494,5741706.55,2270457.664,0
302,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11943.63,0,12013.67,0,0,0,0,11943.63,0,0,0,0
303,1,0,1,0,1,0,1,0,1,0,1,0,1,1,311078.66,0,0,311078.66,0,0,0,311078.66,0,30000,425000,0
304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21206.675,0,21206.675,0,0,0,0,21206.675,0,0,0,0
305,12,8,3,6,3,5,1,4,3,3,1,2,3,2,969579.29,0,129781.41,841968.67,0,0,0,1015070.11,0,781755.81,999147.26,1
306,5,7,0,0,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5725.39,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,2,2,41468.62,0,15900.5,29961.33,0,0,0,41468.62,0,0,0,0
308,2,4,0,3,1,4,0,3,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,17764.005,90.63,1
309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40000,1
310,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18205.685,0,0,18205.685,0,0,0,18205.685,0,0,93475,2
311,0,3,0,0,0,2,0,0,0,2,0,0,4,1,7847552.4,0,0,0,7916942.239,0,7916942.239,0,0,0,0,0
312,29,3,19,2,3,2,1,1,3,1,1,1,6,3,580752.4903,1,0,1016441.795,6846.595272,0,0,0,701047.225,511502.4003,30660.28,1
313,28,25,2,3,4,5,1,3,3,3,1,2,5,2,510519.2673,0,394.190461,499228.2179,10896.85896,0,0,510519.2673,0,124263.716,83012,0
314,13,11,2,2,2,2,1,1,2,2,1,1,7,1,0,1,0,263685.6186,0,0,0,0,0,285607.5501,395195.9945,3
315,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44227.37,0,0,44227.37,0,0,0,44227.37,0,0,0,0
316,312,728,18,3,14,12,8,1,3,3,2,1,12,3,2155679.58,3,911974.485,1167189.82,76515.275,0,0,2155679.58,0,722027.47,1032647.72,0
317,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212.46,131.75,0
318,0,0,0,0,0,0,0,0,0,0,0,0,1,1,139361.73,0,139361.73,0,0,0,0,0,139361.73,0,0,0
319,7,5,0,2,1,3,0,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,20158.4,6978.41,0
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9660,3
321,2,0,1,0,2,0,1,0,1,0,1,0,3,2,698403.35,1,0,646661.85,51741.5,0,0,698403.35,0,22171.05,262764.64,0
322,4,2,0,1,1,2,0,1,1,2,0,1,0,0,0,1,19.3,0,0,0,0,0,0,19.32,557776.11,2
323,23,7,6,1,2,1,2,1,2,1,2,1,2,2,352976.975,0,257015.745,95961.23,0,0,0,352976.975,0,162264,316259,0
324,26,6,3,3,4,3,1,2,3,2,1,2,5,1,30872.39615,2,0,232068.8503,1409.36,0,0,111591.809,0,90262.8125,299539.4954,3
325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,36452.12,0,0,0,29712.12,0,0,0,0
326,1,0,0,0,1,0,0,0,1,0,0,0,1,1,7279.35,1,7541.02,0,0,0,0,7279.35,0,7541.02,3722.305,0
327,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1416548.8,0,0,1521644.48,0,0,1521644.48,0,0,0,0,0
328,16,4,1,0,1,1,1,0,1,1,1,0,2,1,221022.0464,1,0,329769.3813,0,0,0,210317.3759,0,14369.67336,981.516264,1
329,453,351,16,1,5,5,3,1,1,1,1,1,7,2,1264413.14,1,1254523.55,0,10024.23,0,0,1264413.14,0,1323781.8,645324.22,0
330,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,8351.024918,47364.958,0,64548.45,0,74831.47,0,20774.89123,1
331,3,7,2,3,2,3,2,3,1,2,1,2,8,3,2815176.195,1,22709.385,2507902.645,284236.175,0,0,1477261.915,1337914.28,92500,1188810,1
332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,292.52,0,0,0,4761.66,0,0,292.52,0,0,0,0
333,313,17,17,3,3,1,2,1,2,1,1,1,3,2,1618716.485,2,1603371.485,0,0,15345,0,1603371.485,0,911633.545,757146.645,2
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76900,1
335,0,0,0,0,0,0,0,0,0,0,0,0,1,1,102421.76,0,1497.01,0,0,0,0,102421.76,0,0,0,0
336,2,6,0,0,2,3,0,0,1,3,0,0,5,3,81180.24,2,31265.63,1315.8,34817.77,15855.06,0,8231.17,0,9967.5,0,0
337,35,53,11,4,4,6,3,4,3,2,3,2,8,2,4796049.685,1,0,5789918.565,61015.17,0,0,0,5188946.38,1255205.82,2369341.45,2
338,5,7,1,0,3,3,1,0,1,1,1,0,1,1,2168.54,2,19101.36,0,0,0,0,2168.54,0,24832.27,10808.19,0
339,6,0,5,0,1,0,1,0,1,0,1,0,1,1,113694.385,1,1517.625,110922.89,1253.87,0,0,113694.385,0,110922.89,88554.295,1
340,0,0,0,0,0,0,0,0,0,0,0,0,1,1,55314,0,55314,0,0,0,0,0,55314,0,0,0
341,1,8,0,1,1,4,0,1,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,557.584828,0,0
342,0,4,0,3,0,2,0,2,0,1,0,1,2,1,0,0,23134.025,0,5000,0,0,0,0,0,0,0
343,16,6,8,2,4,6,3,2,2,3,2,1,8,2,982075.955,3,440884.805,715169.681,0,0,0,159.6,981916.355,253255.47,88058.143,0
344,0,1,0,1,0,1,0,1,0,1,0,1,2,1,0,0,65794.25,0,0,0,0,0,133571.02,0,0,0
345,2,0,1,0,1,0,1,0,1,0,1,0,1,1,79172.11,0,0,79172.11,0,0,0,79172.11,0,13865,1121,0
346,23,1,23,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7515.26,0,648810.74,0,0
347,10,1,1,0,1,1,1,0,1,1,1,0,1,1,39645,1,0,0,39645,0,0,39645,0,43917,27771,0
348,4,5,0,0,2,2,0,0,1,1,0,0,2,1,35324.015,0,30874.345,4449.67,0,0,0,35324.015,0,159.5,13765.735,1
349,4,0,0,0,3,0,0,0,3,0,0,0,1,1,7809.37,2,346.39,5922.98,0,0,0,7809.37,0,7809.37,0,0
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85500,1
351,12,7,0,0,1,1,0,0,1,1,0,0,0,0,979.88,0,0,0,979.88,0,0,979.88,0,8957.15,110235.95,0
352,6,16,0,0,1,1,0,0,1,1,0,0,1,1,304650.3,0,0,2680.04,301970.26,0,0,304650.3,0,20627,94064,0
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,10,9,5,1,6,5,3,1,3,4,2,1,8,3,1013176.82,3,0,514445.27,482730.26,0,0,1013176.82,0,125057.58,197790.79,0
356,186,7,6,0,4,2,2,0,2,1,2,0,4,1,0,3,0,0,77788.36394,0,0,0,0,282005.4651,27415.51724,0
357,3,6,1,3,2,2,1,2,2,2,1,2,3,3,115339.55,0,21480.14,68927.14,24932.27,0,0,115339.55,0,57875.4,68985.79,0
358,199,304,13,18,10,15,6,5,4,4,4,3,9,2,2001583.043,0,1150731.738,1146389.911,0,0,0,324313.4333,1677269.61,800480.6686,564145.1009,0
359,246,192,8,17,7,11,4,6,2,3,2,3,11,3,1839552.59,0,0,3818436.285,34355.215,0,0,1385587.325,455757.69,860177.94,1736761.61,4
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42398,2
361,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1064.96295,179281.4938,2
362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500.0025,1
363,12,12,0,0,1,1,0,0,1,1,0,0,0,0,1221.82,0,1221.82,0,0,0,0,1221.82,0,593.39,0,0
364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236898.04,1
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.11,0,0,0,0,0,0,0,0,0
366,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,654.69,463.3,0
367,0,2,0,0,0,2,0,0,0,1,0,0,3,2,34494.45,0,7089.395,27405.055,0,0,0,34494.45,0,0,4902.93,1
368,7,11,2,1,1,1,1,1,1,1,1,1,1,1,299360.94,0,0,346500,0,0,0,316405.94,0,66658.63,36268.63,1
369,44,75,2,10,8,10,2,7,3,2,2,2,11,2,464229.984,0,0,0,6059.54,0,0,0,522487.485,72925.77552,4059.13,1
370,2,0,1,0,2,0,1,0,2,0,1,0,2,2,106121.81,2,0,96503.535,9618.275,0,0,106121.81,0,106120.895,394753.82,0
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.38,433.38,0
372,89,52,17,12,5,6,3,3,2,2,1,1,0,0,0,5,1481.511834,0,0,0,0,0,0,930783.7357,3545766.824,2
373,0,0,0,0,0,0,0,0,0,0,0,0,5,1,189377.785,0,284301.94,0,0,0,0,0,301616.45,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,46414.53,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,25,10,0,1,3,5,0,1,3,3,0,1,4,2,761921.1501,1,426481.6872,373365.0929,0,0,0,0,1517144.143,3201.6725,39706.2275,1
377,24,9,2,0,7,3,2,0,3,2,1,0,9,4,4739933.82,1,11912.64,4613689.06,106482.99,0,0,194604.67,4545329.15,64964.155,230728.84,1
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.5,1
379,0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.33,1
380,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4730,6774,0
382,27,23,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9638,10056.36,0
383,1,4,0,0,1,1,0,0,1,1,0,0,2,2,16192.14,0,6251.88,0,10159.8,0,0,16192.14,0,835.36,0,0
384,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.56,1
385,5,23,0,0,1,1,0,0,1,1,0,0,1,1,73443.17,0,0,73443.17,0,0,0,0,73443.17,1346.185,26120.035,0
386,1,0,0,0,1,0,0,0,1,0,0,0,2,2,68722.025,2,11987.5,54234.525,0,2500,0,0,214240.55,0,274676.25,10
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0
388,4,7,1,0,4,3,1,0,2,1,1,0,2,1,0,2,0,0,7603.68,0,0,0,0,40616.78,25000,0
389,0,0,0,0,0,0,0,0,0,0,0,0,1,1,259334.54,0,0,0,0,0,0,0,259334.54,0,0,0
390,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4561.31,5886.05,0
391,12,10,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4979.48,101.36,0
392,10,3,0,0,3,1,0,0,3,1,0,0,2,2,27571.035,1,8693.195,1250,0,0,0,27571.035,0,17106.565,0,0
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115815.325,2
394,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35465.3875,0,35465.3875,0,0,0,0,0,35465.3875,0,0,0
395,148,55,1,9,14,13,1,6,2,2,1,1,11,2,1413790.93,0,34971.84,0,0,1378819.09,0,1413790.93,0,403880.23,564339.13,0
396,3,20,1,0,2,6,1,0,1,2,1,0,1,1,49740.63,0,53920.79,0,0,0,0,49740.63,0,26417.5,30591.88,3
397,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1136835.15,0,0,1136835.15,0,0,1136835.15,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,2,1,2,1,1,1,1,1,1,1,1,1,1,1,61229.44,1,0,0,74401.53,0,0,61229.44,0,109800,278400,0
400,274,89,67,1,5,3,4,1,2,2,2,1,5,2,1085671.395,4,0,0,417968.18,735300.21,0,1085671.395,0,3252973.955,235984.555,4
401,3,0,3,0,1,0,1,0,1,0,1,0,2,1,1557457.04,1,0,1561648,0,0,0,0,1561648,1133380,45000,0
402,2,4,1,1,1,2,1,1,1,2,1,1,2,2,0,0,19173.855,0,51640.275,0,0,0,0,34993.5,3331.8329,0
403,3,4,0,1,2,2,0,1,1,1,0,1,2,1,0,0,0,2245.501893,9849.015,0,9849.015,0,0,9093.443898,125307.0647,0
404,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10000,0,10000,0,0,0,0,10000,0,10000,10000,0
405,0,2,0,0,0,2,0,0,0,2,0,0,5,3,154884.73,0,62337.21,43859.87,48687.65,0,0,154884.73,0,0,742.07,1
406,85,24,13,1,5,6,2,1,3,3,2,1,5,1,0,1,0,0,99198.91642,0,0,103372.3115,0,654136.7331,1232971.878,0
407,34,5,3,0,5,2,2,0,1,1,1,0,4,1,122507.06,3,122507.06,0,0,0,0,122507.06,0,172514.89,68714.63,1
408,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7652.5,0,0,0,0,0,0,0,0,0
409,294,787,5,3,12,13,5,3,3,3,2,1,14,3,577585.0616,1,327624.6471,219729.1246,30231.28993,0,0,577585.0616,0,488000.594,911786.3699,2
410,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5808.52,0,0,5808.52,0,0,0,5808.52,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8170.64,0,0,0,0,0,0,0,0,0
412,50,57,12,15,3,3,2,2,1,1,1,1,4,1,742584.36,1,818261.66,0,0,0,0,0,744983.22,837477.6,309290.59,1
413,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1393.56,0,0,0,0,0,0,0,0
414,0,1,0,0,0,1,0,0,0,1,0,0,1,1,9761.64,0,7860,1901.64,0,0,0,9761.64,0,0,0,0
415,13,10,0,1,2,2,0,1,1,1,0,1,2,1,0,1,0,19099.225,0,0,0,0,0,5907.01,2506.607092,1
